DATE,MONTH,cloud_cover,wind_speed,wind_gust,humidity,precipitation,sunshine,temp_mean,temp_min,temp_max
20170307,3,7,3.5,10.3,0.82,0.1,0.6,6.0,2.6,9.7
20170308,3,7,5.3,16.3,0.87,1.64,0.0,5.6,2.5,9.7
20170309,3,6,4.4,14.7,0.81,0.13,1.6,8.0,2.5,13.7
20170310,3,5,2.1,8.2,0.65,0.0,6.7,7.2,4.1,10.9
20170311,3,6,3.4,8.6,0.52,0.0,8.2,9.1,3.9,14.5
20170312,3,4,4.4,13.5,0.41,0.0,5.7,10.1,5.6,16.1
20170313,3,5,3.4,9.4,0.55,0.0,7.5,9.2,3.7,14.8
20170314,3,7,3.2,9.1,0.71,0.0,5.3,9.5,3.2,15.4
20170315,3,5,2.1,6.0,0.7,0.0,5.1,9.9,2.3,14.7
20170316,3,2,2.4,6.5,0.64,0.0,10.6,9.6,1.4,16.9
20170317,3,6,4.8,14.4,0.6,0.29,0.9,9.1,5.8,11.0
20170318,3,8,6.6,15.9,0.87,1.12,0.0,9.3,5.9,12.2
20170319,3,8,7.2,17.5,0.78,0.0,0.1,11.3,9.5,13.2
20170320,3,8,8.4,16.3,0.72,0.1,0.0,11.1,9.1,13.8
20170321,3,7,5.0,16.6,0.67,0.11,0.2,8.3,1.2,11.6
20170322,3,4,4.0,11.7,0.59,0.0,8.2,6.7,-0.9,11.8
20170323,3,3,4.2,11.3,0.65,0.0,10.1,8.8,0.5,15.9
20170324,3,4,4.3,10.8,0.62,0.0,9.5,9.5,4.3,14.8
20170325,3,4,5.5,13.5,0.47,0.0,11.4,9.8,3.6,15.7
20170326,3,3,3.6,8.2,0.6,0.0,10.6,9.4,3.7,15.5
20170327,3,1,2.9,8.7,0.46,0.0,11.9,11.0,0.4,18.9
20170328,3,2,4.3,8.7,0.45,0.0,10.8,14.0,7.6,20.4
20170329,3,6,5.0,11.3,0.68,0.0,0.8,12.8,7.9,15.7
20170330,3,5,4.1,11.8,0.54,0.0,7.8,16.6,10.8,22.1
20170331,3,6,5.1,11.8,0.52,0.05,7.8,17.1,11.8,23.5
20170401,4,7,2.8,8.7,0.76,0.16,2.2,12.8,8.7,16.8
20170402,4,3,2.3,7.4,0.68,0.0,9.0,12.2,6.6,17.8
20170403,4,3,2.2,6.0,0.72,0.0,6.8,9.7,3.7,15.9
20170404,4,1,1.9,7.7,0.64,0.0,9.4,9.1,1.5,16.3
20170405,4,5,3.3,11.7,0.7,0.01,1.3,7.8,0.3,13.9
20170406,4,7,3.3,9.3,0.69,0.0,1.0,8.0,5.7,11.0
20170407,4,7,2.2,7.4,0.69,0.0,0.0,9.7,3.7,13.5
20170408,4,5,1.8,5.1,0.67,0.0,4.7,11.1,4.3,15.3
20170409,4,0,1.5,5.7,0.6,0.0,12.0,12.1,1.1,23.1
20170410,4,4,4.5,10.8,0.6,0.0,2.7,11.0,5.7,14.9
20170411,4,7,2.9,8.7,0.65,0.0,2.8,8.8,2.9,13.9
20170412,4,7,5.6,15.8,0.67,0.04,0.5,10.0,5.5,13.6
20170413,4,6,4.5,10.3,0.66,0.0,0.8,9.7,2.4,13.1
20170414,4,6,2.4,8.2,0.72,0.01,0.0,7.2,0.4,12.2
20170415,4,6,5.0,14.2,0.67,0.06,1.3,8.7,2.9,12.4
20170416,4,7,3.4,10.3,0.7,1.32,1.7,7.5,3.5,11.2
20170417,4,6,4.5,13.2,0.67,0.07,4.1,6.5,2.3,11.7
20170418,4,3,4.0,13.2,0.65,0.02,7.5,5.5,1.4,10.3
20170419,4,4,4.0,12.2,0.54,0.0,7.6,3.9,-2.4,8.7
20170420,4,3,1.5,6.5,0.57,0.0,13.1,4.9,-4.1,11.8
20170421,4,7,3.7,9.8,0.61,0.1,0.1,9.1,1.1,14.8
20170422,4,6,4.8,15.1,0.64,0.02,2.0,8.2,5.0,11.0
20170423,4,6,3.3,9.9,0.64,0.0,3.2,6.6,1.0,11.3
20170424,4,6,4.5,11.3,0.58,0.17,4.4,9.4,0.9,15.2
20170425,4,6,5.0,14.2,0.62,0.03,4.9,7.2,1.5,10.9
20170426,4,4,2.5,11.8,0.67,0.0,5.4,5.0,-1.4,11.1
20170427,4,4,2.4,10.3,0.62,0.0,8.9,6.2,-1.8,12.9
20170428,4,5,2.8,9.4,0.67,0.01,1.0,6.9,-0.2,12.4
20170429,4,3,2.1,7.7,0.57,0.0,9.1,8.0,-0.2,14.1
20170430,4,4,5.1,14.2,0.46,0.01,13.4,11.9,-0.2,19.4
20170501,5,8,3.2,8.2,0.73,0.62,0.0,10.6,7.1,14.5
20170502,5,8,2.4,8.7,0.85,0.88,0.2,9.2,7.1,13.1
20170503,5,7,2.8,9.6,0.77,0.42,2.5,10.8,7.5,15.6
20170504,5,8,4.5,10.6,0.77,0.02,0.4,10.7,8.4,13.7
20170505,5,6,3.1,7.2,0.78,0.0,1.2,9.5,6.6,12.4
20170506,5,4,3.6,10.6,0.65,0.0,11.4,13.6,4.4,21.2
20170507,5,7,3.6,9.8,0.74,0.01,1.8,12.9,8.5,18.7
20170508,5,6,3.3,8.7,0.72,0.09,0.7,9.3,5.6,12.3
20170509,5,2,2.1,8.6,0.59,0.0,11.0,8.2,0.7,14.5
20170510,5,1,1.8,7.2,0.56,0.0,14.2,10.3,-0.5,17.9
20170511,5,5,3.3,10.1,0.56,0.04,7.6,15.5,4.1,24.1
20170512,5,6,4.0,8.4,0.67,0.21,5.6,17.3,13.0,22.7
20170513,5,5,4.1,10.5,0.65,0.0,8.4,17.4,12.4,22.7
20170514,5,5,3.3,13.0,0.67,0.08,5.4,15.8,9.2,22.1
20170515,5,5,2.0,7.5,0.48,0.0,12.5,16.6,8.0,21.7
20170516,5,6,3.1,8.2,0.49,0.0,7.2,21.2,15.7,26.9
20170517,5,5,5.8,15.1,0.38,0.07,13.0,24.3,18.8,29.0
20170518,5,6,2.8,8.7,0.77,0.83,0.7,18.0,13.8,21.8
20170519,5,8,4.2,12.2,0.81,0.19,0.0,13.6,9.5,17.1
20170520,5,3,3.6,9.9,0.65,0.0,8.9,13.1,7.8,18.2
20170521,5,5,2.5,10.5,0.54,0.0,12.5,15.4,8.2,21.0
20170522,5,4,2.8,10.5,0.51,0.0,12.2,18.4,7.4,24.8
20170523,5,6,4.9,12.5,0.49,0.0,11.3,19.3,12.8,24.8
20170524,5,6,3.2,11.3,0.63,0.0,3.1,16.9,8.7,22.9
20170525,5,3,2.6,10.5,0.67,0.0,10.7,16.5,9.3,24.4
20170526,5,0,3.1,9.3,0.58,0.0,15.0,19.9,10.2,27.4
20170527,5,1,5.2,11.8,0.41,0.0,15.0,24.8,14.6,31.3
20170528,5,6,2.2,9.3,0.67,0.2,7.4,21.9,16.8,27.6
20170529,5,5,3.0,11.3,0.56,0.55,12.1,26.0,17.4,33.8
20170530,5,5,3.8,11.8,0.65,0.0,4.9,21.2,16.2,25.2
20170531,5,4,3.2,8.7,0.61,0.0,8.2,18.4,12.6,24.9
20170601,6,2,1.9,7.7,0.58,0.0,14.0,18.9,10.2,25.9
20170602,6,4,2.3,10.3,0.56,0.03,10.2,22.1,14.4,29.3
20170603,6,7,3.2,11.3,0.66,0.37,5.8,20.7,15.5,26.7
20170604,6,6,3.6,10.5,0.65,0.0,3.8,16.7,9.6,20.8
20170605,6,5,3.1,8.9,0.52,0.0,10.6,17.2,8.7,23.3
20170606,6,6,8.4,20.9,0.58,0.25,5.4,16.0,12.1,19.3
20170607,6,5,8.4,19.9,0.59,0.13,4.0,14.3,10.9,18.5
20170608,6,6,5.5,11.8,0.54,0.0,7.3,18.9,12.5,25.6
20170609,6,5,4.5,12.2,0.62,0.57,3.9,17.8,11.2,21.5
20170610,6,2,3.2,9.3,0.57,0.0,13.0,18.1,9.8,24.9
20170611,6,6,4.5,10.1,0.52,0.04,5.4,22.7,16.7,29.3
20170612,6,6,6.0,12.5,0.54,0.0,5.0,17.3,14.6,20.4
20170613,6,5,3.0,8.1,0.62,0.0,4.9,16.8,9.8,20.4
20170614,6,1,2.2,8.2,0.55,0.0,14.7,18.7,9.2,26.1
20170615,6,4,3.8,13.5,0.59,1.01,9.0,21.5,13.2,31.1
20170616,6,5,5.4,12.9,0.59,0.0,4.6,17.2,10.5,20.2
20170617,6,7,2.2,6.7,0.69,0.0,0.0,17.5,9.3,21.9
20170618,6,3,2.0,6.9,0.62,0.0,12.1,21.5,12.9,28.0
20170619,6,1,2.5,7.7,0.51,0.0,15.1,23.7,14.0,31.5
20170620,6,3,3.1,9.6,0.53,0.0,13.4,24.3,14.4,31.5
20170621,6,6,3.1,8.2,0.51,0.0,14.4,23.3,15.9,30.3
20170622,6,4,5.8,14.7,0.48,0.0,11.9,26.7,18.9,35.2
20170623,6,6,5.4,12.0,0.55,0.0,5.9,21.8,17.3,26.4
20170624,6,6,5.7,12.5,0.67,0.03,1.2,18.1,14.2,21.3
20170625,6,6,6.3,14.4,0.64,0.0,1.0,19.6,16.4,23.6
20170626,6,4,4.1,11.8,0.54,0.01,10.0,19.6,15.3,24.0
20170627,6,7,3.3,7.4,0.68,0.09,0.0,18.2,13.9,21.9
20170628,6,6,4.0,10.8,0.79,0.81,3.0,19.5,15.4,22.9
20170629,6,7,4.1,10.6,0.69,0.0,1.4,19.0,15.3,23.0
20170630,6,7,5.4,12.2,0.64,0.58,3.6,18.5,14.6,23.1
20170701,7,7,3.9,8.4,0.88,0.34,0.6,16.0,14.7,18.2
20170702,7,6,4.4,10.1,0.75,0.0,3.9,16.8,12.1,21.5
20170703,7,4,3.5,11.5,0.6,0.0,9.3,17.6,8.4,24.2
20170704,7,5,2.9,7.5,0.65,0.0,6.6,19.3,14.5,25.0
20170705,7,4,2.3,8.7,0.6,0.0,10.1,21.5,13.5,27.5
20170706,7,4,2.2,11.5,0.67,0.08,7.7,21.9,13.7,29.7
20170707,7,4,4.4,12.3,0.62,0.0,9.9,23.4,16.4,30.2
20170708,7,6,2.4,7.2,0.64,0.0,4.9,22.2,15.4,29.1
20170709,7,5,2.3,6.2,0.6,0.02,7.9,21.7,17.0,27.1
20170710,7,7,3.2,11.8,0.62,0.0,4.1,21.5,16.8,28.2
20170711,7,6,5.3,13.7,0.67,0.58,3.7,19.2,14.4,25.2
20170712,7,6,4.9,20.2,0.83,1.58,0.8,16.1,10.4,17.8
20170713,7,4,1.7,7.0,0.64,0.0,10.0,15.4,7.3,21.0
20170714,7,5,2.9,10.3,0.72,0.26,4.4,15.6,9.6,23.0
20170715,7,6,2.8,8.2,0.64,0.01,4.6,17.3,11.7,21.7
20170716,7,7,3.8,8.7,0.73,0.41,0.2,19.6,16.4,22.7
20170717,7,6,2.6,6.9,0.67,0.0,7.6,20.0,13.5,24.6
20170718,7,2,3.3,11.5,0.57,0.0,13.7,21.3,12.4,28.7
20170719,7,4,4.1,21.1,0.65,1.81,9.0,23.3,16.8,32.8
20170720,7,6,5.8,15.8,0.71,0.05,3.3,21.6,15.8,26.9
20170721,7,3,2.2,7.7,0.55,0.03,13.5,19.5,10.0,25.7
20170722,7,5,3.8,10.3,0.6,0.7,8.7,22.6,16.9,28.0
20170723,7,6,6.1,17.5,0.7,0.23,5.1,17.8,14.6,21.2
20170724,7,7,2.3,11.1,0.84,1.32,1.3,15.4,13.1,18.1
20170725,7,8,4.7,13.2,0.88,1.71,0.0,15.6,14.0,19.2
20170726,7,7,4.2,10.1,0.7,0.11,5.4,19.1,15.2,23.3
20170727,7,7,4.2,11.8,0.74,0.0,2.8,18.6,14.6,21.4
20170728,7,6,5.5,15.3,0.68,0.06,3.9,17.6,12.6,22.1
20170729,7,6,5.8,12.7,0.64,0.0,4.6,21.9,16.3,26.4
20170730,7,6,6.5,18.5,0.61,0.27,6.7,22.9,16.8,26.5
20170731,7,6,3.4,11.5,0.64,0.02,11.2,20.1,14.2,25.3
20170801,8,6,2.1,6.7,0.78,0.0,0.6,18.6,13.3,21.7
20170802,8,7,3.0,10.8,0.77,0.81,1.2,18.9,13.6,24.7
20170803,8,5,5.2,15.3,0.73,0.04,4.6,20.5,16.8,24.6
20170804,8,6,5.8,15.6,0.65,0.18,1.2,19.2,13.8,22.6
20170805,8,6,2.5,13.0,0.85,1.58,1.4,16.1,13.1,20.4
20170806,8,2,2.3,7.0,0.7,0.0,10.4,16.3,10.5,22.4
20170807,8,4,2.3,8.7,0.59,0.0,12.1,18.6,11.1,24.8
20170808,8,6,3.5,14.1,0.8,1.52,1.7,16.9,12.5,21.9
20170809,8,5,3.8,10.8,0.69,0.9,7.1,17.5,14.3,22.4
20170810,8,8,1.7,7.7,0.89,1.16,0.0,15.8,14.4,17.3
20170811,8,8,2.2,6.0,0.82,0.01,0.0,16.2,14.3,17.9
20170812,8,8,5.0,10.6,0.86,0.23,0.2,16.2,14.1,19.2
20170813,8,4,2.4,9.3,0.76,0.0,9.1,18.0,13.0,22.3
20170814,8,3,2.3,9.4,0.72,0.0,8.6,19.3,10.5,25.9
20170815,8,6,4.6,12.3,0.77,0.16,3.0,21.0,18.1,25.9
20170816,8,6,1.8,5.8,0.76,0.0,4.6,19.7,14.4,24.7
20170817,8,6,5.0,13.0,0.79,0.5,0.4,19.4,15.7,23.5
20170818,8,6,3.9,13.2,0.85,0.06,0.2,17.8,12.3,20.1
20170819,8,5,6.1,13.9,0.76,0.01,3.2,15.3,12.3,20.0
20170820,8,5,4.4,11.0,0.74,0.0,3.3,15.5,11.5,19.5
20170821,8,5,1.5,4.6,0.69,0.0,11.2,16.3,9.5,21.9
20170822,8,6,2.3,6.9,0.65,0.0,8.0,17.7,10.3,23.8
20170823,8,5,3.7,9.1,0.62,0.0,10.4,20.4,11.8,26.6
20170824,8,6,3.8,8.6,0.7,0.0,5.5,19.2,13.6,23.1
20170825,8,6,1.9,7.2,0.69,0.0,5.9,19.0,12.6,24.0
20170826,8,6,1.9,6.7,0.76,0.0,3.9,20.2,15.6,25.5
20170827,8,3,1.9,5.1,0.66,0.0,11.6,19.6,14.3,25.2
20170828,8,3,1.8,8.2,0.66,0.0,11.3,20.3,12.2,27.6
20170829,8,1,3.5,8.6,0.61,0.0,11.7,24.0,17.6,30.7
20170830,8,6,3.7,13.4,0.69,0.06,1.5,22.6,18.0,26.4
20170831,8,6,3.4,8.2,0.8,0.11,2.4,15.6,10.3,19.6
20170901,9,6,2.5,9.6,0.79,0.21,4.9,15.1,11.5,21.3
20170902,9,4,1.8,6.7,0.76,0.0,5.6,14.5,9.0,19.9
20170903,9,2,1.9,5.7,0.71,0.0,10.2,14.6,6.4,21.2
20170904,9,5,4.0,9.6,0.66,0.0,7.7,17.0,12.0,23.2
20170905,9,7,3.8,8.2,0.74,0.12,2.5,20.0,16.3,25.5
20170906,9,7,5.8,15.1,0.71,0.09,2.2,16.7,13.5,20.2
20170907,9,7,4.5,9.8,0.71,0.0,0.8,15.6,12.6,19.7
20170908,9,8,6.9,16.1,0.8,2.7,0.0,15.7,14.7,17.2
20170909,9,6,3.9,11.0,0.86,0.29,1.7,13.7,10.1,17.6
20170910,9,4,5.8,13.5,0.74,0.09,6.2,14.0,8.9,19.2
20170911,9,6,8.2,18.0,0.73,0.26,3.8,15.0,12.9,18.8
20170912,9,5,6.0,13.0,0.77,0.38,5.6,14.2,11.7,17.6
20170913,9,6,9.5,23.3,0.71,0.15,4.7,15.2,12.2,19.3
20170914,9,6,7.5,20.6,0.84,1.09,1.7,11.9,10.0,14.6
20170915,9,5,3.7,9.8,0.83,0.25,2.4,11.7,7.2,15.5
20170916,9,3,3.7,10.3,0.77,0.0,7.2,11.5,6.2,17.1
20170917,9,5,3.0,7.7,0.78,0.0,4.2,11.2,7.7,16.8
20170918,9,6,3.8,11.1,0.86,0.91,0.9,11.3,7.8,16.0
20170919,9,6,2.5,7.7,0.86,0.04,3.0,11.8,8.5,15.3
20170920,9,6,2.9,8.1,0.81,0.01,2.8,12.4,9.2,16.6
20170921,9,4,3.7,7.7,0.72,0.0,9.6,13.7,9.3,19.0
20170922,9,6,2.4,6.7,0.76,0.02,4.8,14.6,9.5,19.3
20170923,9,4,1.7,5.8,0.84,0.0,4.3,14.1,8.2,18.4
20170924,9,2,1.7,8.1,0.82,0.0,6.7,12.9,6.2,20.4
20170925,9,4,1.8,5.7,0.84,0.0,1.4,13.9,8.2,18.7
20170926,9,6,1.7,6.2,0.84,0.0,0.8,14.0,9.7,19.8
20170927,9,3,2.3,7.0,0.78,0.0,8.4,14.9,8.2,21.8
20170928,9,7,3.5,8.1,0.76,0.19,1.2,17.6,14.7,22.0
20170929,9,7,3.6,8.2,0.8,0.95,5.6,19.3,16.2,23.0
20170930,9,7,2.6,11.7,0.92,1.25,0.0,14.1,8.4,18.2
20171001,10,5,5.8,12.2,0.74,0.03,6.5,13.6,7.9,18.4
20171002,10,7,6.2,14.7,0.73,0.47,2.6,16.1,12.8,19.5
20171003,10,6,4.6,12.2,0.8,0.0,2.7,12.7,9.3,16.2
20171004,10,8,6.0,12.9,0.73,0.29,0.5,12.3,9.6,14.6
20171005,10,5,7.6,20.7,0.78,0.27,3.3,12.6,8.9,15.7
20171006,10,5,4.7,13.7,0.82,0.27,2.7,10.6,8.4,14.9
20171007,10,8,6.7,14.7,0.86,0.55,0.0,10.3,8.3,11.5
20171008,10,6,3.1,8.1,0.85,0.01,0.4,12.0,8.0,14.8
20171009,10,7,2.1,6.7,0.89,0.08,0.1,11.3,6.9,14.2
20171010,10,7,4.7,10.6,0.84,0.02,0.2,14.2,12.3,15.9
20171011,10,7,5.9,12.3,0.76,0.0,0.0,14.7,12.5,15.9
20171012,10,7,5.5,13.9,0.72,0.0,4.4,14.3,10.8,16.9
20171013,10,6,3.6,8.7,0.81,0.0,2.6,15.4,10.0,20.1
20171014,10,1,3.2,7.7,0.82,0.0,8.9,16.3,12.7,21.9
20171015,10,0,5.0,10.3,0.75,0.0,9.0,17.1,12.4,22.9
20171016,10,2,5.9,12.0,0.71,0.0,8.3,18.8,14.8,24.1
20171017,10,4,2.1,6.7,0.85,0.0,0.0,15.1,10.4,18.6
20171018,10,2,2.5,6.9,0.79,0.0,8.7,14.6,8.1,20.7
20171019,10,5,4.7,9.9,0.71,0.27,8.4,16.6,12.4,21.0
20171020,10,7,6.9,16.3,0.7,0.34,1.8,14.6,10.8,17.0
20171021,10,5,6.0,14.9,0.74,0.37,0.2,13.4,10.9,17.7
20171022,10,7,6.2,14.7,0.8,0.29,0.0,10.6,9.4,12.1
20171023,10,7,4.9,10.3,0.8,0.04,0.8,11.3,9.3,14.4
20171024,10,8,4.9,9.6,0.9,0.04,0.0,14.2,11.7,16.0
20171025,10,7,4.9,12.7,0.86,0.01,0.3,15.1,11.3,17.4
20171026,10,7,2.9,8.2,0.89,0.34,0.8,14.3,11.8,17.6
20171027,10,6,4.0,11.3,0.79,0.03,3.6,11.8,9.8,14.3
20171028,10,7,6.6,15.8,0.84,0.47,0.0,10.3,7.8,13.6
20171029,10,5,7.1,20.4,0.74,0.07,4.2,10.4,6.1,13.7
20171030,10,3,3.0,8.1,0.78,0.0,4.4,7.1,2.1,11.1
20171031,10,8,3.9,9.4,0.81,0.01,0.1,8.5,4.9,10.9
20171101,11,7,4.1,8.2,0.78,0.0,3.6,10.7,9.2,14.2
20171102,11,6,3.5,7.2,0.82,0.0,0.5,10.0,5.9,12.8
20171103,11,6,2.4,6.2,0.86,0.0,2.3,10.0,6.0,13.5
20171104,11,6,5.7,13.0,0.8,0.23,6.2,11.2,6.4,15.4
20171105,11,6,3.5,13.9,0.85,0.2,1.6,8.5,1.9,12.8
20171106,11,3,1.5,3.6,0.87,0.0,3.6,4.7,0.2,10.9
20171107,11,4,1.4,4.6,0.86,0.0,5.6,4.3,-1.3,9.0
20171108,11,8,1.6,4.8,0.91,0.0,0.0,6.8,4.7,8.2
20171109,11,8,3.6,9.9,0.87,0.3,0.2,7.6,6.6,9.0
20171110,11,6,5.9,14.7,0.84,0.19,0.2,8.1,5.0,10.8
20171111,11,7,3.9,9.8,0.88,0.11,0.0,6.2,2.3,7.5
20171112,11,7,3.4,9.1,0.89,0.14,0.2,4.9,2.3,6.3
20171113,11,4,3.3,9.8,0.83,0.0,4.3,5.8,0.8,9.7
20171114,11,6,3.7,9.3,0.86,0.08,0.4,5.4,-0.5,8.8
20171115,11,8,3.2,6.7,0.93,0.03,0.0,8.0,7.0,8.9
20171116,11,8,3.9,9.8,0.82,0.16,0.0,8.1,6.5,9.1
20171117,11,5,1.9,6.2,0.84,0.0,4.8,6.5,1.5,10.2
20171118,11,6,4.9,13.4,0.83,0.34,0.7,4.5,1.0,7.6
20171119,11,6,4.5,13.9,0.85,0.2,2.6,5.6,3.2,8.9
20171120,11,8,5.4,11.3,0.9,1.22,0.0,5.8,3.3,10.2
20171121,11,8,6.3,12.2,0.9,0.22,0.0,10.3,9.5,10.9
20171122,11,5,7.0,13.2,0.7,0.0,4.1,11.0,9.4,13.7
20171123,11,6,7.8,18.3,0.7,1.03,0.2,12.0,9.4,15.3
20171124,11,8,2.6,9.8,0.9,0.66,0.3,8.1,5.7,11.1
20171125,11,6,3.5,11.1,0.85,0.02,0.6,4.6,1.1,6.8
20171126,11,5,5.6,12.3,0.84,0.05,0.2,3.4,1.5,6.1
20171127,11,8,7.7,17.0,0.86,1.03,0.0,5.9,3.4,8.1
20171128,11,6,4.7,9.9,0.86,0.22,1.0,4.9,0.4,7.0
20171129,11,5,2.1,5.7,0.89,0.0,1.8,1.8,-2.4,5.4
20171130,11,8,2.9,7.5,0.92,0.04,0.0,2.3,-1.5,4.0
20171201,12,6,1.9,6.7,0.87,0.0,0.7,2.2,-2.1,4.4
20171202,12,8,2.1,6.7,0.95,0.03,0.0,-0.7,-2.1,0.9
20171203,12,8,3.9,8.7,0.91,0.42,0.0,1.3,-0.2,3.3
20171204,12,8,3.8,7.7,0.92,0.11,0.0,5.7,3.3,7.6
20171205,12,8,4.5,7.9,0.86,0.03,0.0,5.9,4.6,6.6
20171206,12,8,5.2,13.4,0.77,0.0,0.0,7.0,5.8,8.5
20171207,12,8,8.0,16.5,0.78,0.72,0.0,5.5,3.4,7.2
20171208,12,6,6.3,15.6,0.87,0.94,0.2,2.6,0.0,6.3
20171209,12,6,6.3,12.3,0.84,0.18,0.0,0.9,-0.4,2.1
20171210,12,8,8.5,21.6,0.83,0.73,0.0,2.3,-0.5,7.0
20171211,12,8,4.5,13.4,0.86,1.17,0.0,3.0,0.3,8.5
20171212,12,7,5.9,13.2,0.87,0.0,0.1,2.1,0.6,3.6
20171213,12,6,7.3,16.5,0.84,2.08,0.0,3.6,1.0,6.1
20171214,12,7,7.2,18.7,0.83,0.26,0.2,3.8,1.4,5.6
20171215,12,7,3.1,7.0,0.85,0.02,0.0,3.2,-1.1,5.4
20171216,12,6,2.9,11.3,0.89,0.34,2.6,2.5,-0.4,5.8
20171217,12,8,3.9,12.2,0.9,0.67,0.0,2.3,0.9,3.7
20171218,12,8,3.3,12.3,0.94,0.03,0.0,2.0,0.3,3.1
20171219,12,8,2.4,6.0,0.94,0.59,0.0,4.6,2.7,6.6
20171220,12,8,1.7,4.6,0.97,0.04,0.0,6.4,5.1,7.5
20171221,12,8,2.5,4.6,0.97,0.22,0.0,8.2,7.3,9.1
20171222,12,8,1.7,4.1,0.97,0.3,0.0,8.8,8.3,9.5
20171223,12,8,4.4,10.8,0.91,0.01,0.0,8.8,8.2,9.7
20171224,12,8,7.2,13.7,0.86,0.0,0.0,8.8,8.0,9.3
20171225,12,8,6.8,14.4,0.78,0.0,0.0,6.9,3.3,8.5
20171226,12,5,7.6,18.9,0.78,0.16,0.6,5.6,3.3,7.7
20171227,12,8,5.7,13.4,0.8,0.56,0.4,5.6,3.8,6.8
20171228,12,6,5.4,10.8,0.81,0.01,2.6,3.1,0.8,4.7
20171229,12,5,6.3,15.9,0.86,0.5,2.2,1.7,-0.7,4.9
20171230,12,7,7.3,16.1,0.81,0.86,0.0,8.3,3.1,12.8
20171231,12,8,8.6,21.9,0.79,0.32,0.0,12.0,7.7,14.3
20180101,1,6,7.6,18.2,0.78,0.81,0.6,6.9,4.7,8.9
20180102,1,8,5.7,14.2,0.85,1.83,0.1,5.9,4.9,7.2
20180103,1,7,10.4,24.5,0.78,0.75,0.2,8.0,5.2,11.1
20180104,1,7,7.3,20.4,0.79,0.31,0.0,8.4,6.5,11.6
20180105,1,6,6.2,16.3,0.77,0.0,0.0,8.1,4.7,9.6
20180106,1,6,3.1,9.1,0.84,0.0,0.0,5.2,2.8,7.5
20180107,1,7,6.4,13.2,0.77,0.0,0.0,3.2,1.9,4.8
20180108,1,6,5.6,12.9,0.78,0.0,2.8,2.7,0.5,5.7
20180109,1,6,4.1,10.6,0.84,0.0,0.1,4.0,-1.3,7.5
20180110,1,7,4.3,9.3,0.78,0.01,0.3,8.1,6.7,9.5
20180111,1,7,1.6,4.1,0.9,0.0,0.5,6.6,4.4,9.7
20180112,1,8,1.2,3.1,0.94,0.0,0.0,4.6,3.7,5.2
20180113,1,6,3.3,11.3,0.79,0.0,1.0,4.7,1.1,7.2
20180114,1,4,5.5,12.0,0.69,0.0,5.6,3.7,1.8,5.4
20180115,1,7,7.9,16.1,0.79,0.8,0.2,4.9,2.0,7.4
20180116,1,5,6.8,18.7,0.83,0.78,1.0,4.5,0.8,7.1
20180117,1,6,7.2,18.3,0.81,0.56,0.5,3.0,1.0,4.5
20180118,1,7,8.7,32.2,0.79,0.54,0.3,5.1,0.7,11.0
20180119,1,6,5.3,12.9,0.85,0.3,1.3,3.1,1.0,5.9
20180120,1,7,3.6,9.8,0.89,0.46,0.0,2.6,0.7,4.5
20180121,1,7,3.8,11.1,0.84,0.1,1.4,2.9,1.6,6.0
20180122,1,8,4.9,14.1,0.87,0.14,0.0,5.7,2.1,8.6
20180123,1,8,5.4,11.1,0.81,0.0,0.4,7.9,5.1,10.8
20180124,1,7,8.1,17.1,0.75,0.2,0.1,12.5,10.5,14.6
20180125,1,8,4.5,13.9,0.86,0.09,0.0,8.3,6.8,12.2
20180126,1,7,2.1,4.6,0.87,0.0,0.0,6.4,2.8,8.6
20180127,1,6,3.8,13.0,0.83,0.1,4.0,5.9,2.4,8.3
20180128,1,8,6.8,13.2,0.88,0.0,0.0,8.5,5.1,10.7
20180129,1,7,7.5,14.7,0.82,0.11,0.0,9.5,5.0,10.6
20180130,1,5,3.3,10.1,0.87,0.08,1.7,4.3,0.3,7.3
20180131,1,8,7.5,18.2,0.86,0.54,0.0,7.2,2.6,10.0
20180201,2,4,5.8,14.6,0.84,0.16,1.1,2.6,0.4,4.9
20180202,2,7,4.8,12.2,0.88,0.16,0.7,3.8,2.3,6.4
20180203,2,7,2.9,9.1,0.86,0.05,0.7,3.2,0.7,5.1
20180204,2,7,3.6,9.3,0.78,0.16,0.6,0.1,-1.7,1.2
20180205,2,1,3.9,10.3,0.74,0.0,7.1,-0.3,-4.0,4.1
20180206,2,6,3.0,7.0,0.74,0.0,1.6,-1.4,-4.2,0.4
20180207,2,3,2.8,6.7,0.74,0.0,5.3,-0.9,-5.9,2.8
20180208,2,2,1.8,7.4,0.76,0.0,6.8,-3.2,-8.4,2.2
20180209,2,6,6.1,11.3,0.71,0.0,7.3,-0.5,-3.2,2.1
20180210,2,7,4.7,11.5,0.86,0.36,0.0,2.2,0.9,4.0
20180211,2,7,6.3,14.2,0.85,0.29,0.0,2.8,0.3,5.8
20180212,2,4,5.3,11.5,0.78,0.0,5.8,1.9,-1.4,5.8
20180213,2,1,5.8,12.7,0.68,0.0,8.0,1.4,-1.6,5.8
20180214,2,2,6.7,15.9,0.53,0.16,8.3,1.9,-2.0,5.8
20180215,2,7,7.1,16.1,0.86,0.17,0.0,2.5,-1.0,5.6
20180216,2,1,3.1,8.2,0.81,0.0,6.9,2.2,-2.1,8.3
