EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 28-03-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 QQ   : global radiation in W/m2
23-27 Q_QQ : Quality code for QQ (0='valid'; 1='suspect'; 9='missing')

This is the series of NETHERLANDS, DE BILT (SOUID: 209913)
See file sources.txt for more info.



 SOUID,    DATE,   QQ, Q_QQ
209913,19010101,-9999,    9
209913,19010102,   11,    0
209913,19010103,   11,    0
209913,19010104,   11,    0
209913,19010105,   34,    0
209913,19010106,   47,    0
209913,19010107,   31,    0
209913,19010108,   26,    0
209913,19010109,   15,    0
209913,19010110,   38,    0
209913,19010111,   45,    0
209913,19010112,   16,    0
209913,19010113,   14,    0
209913,19010114,   51,    0
209913,19010115,   17,    0
209913,19010116,   51,    0
209913,19010117,   30,    0
209913,19010118,   38,    0
209913,19010119,   15,    0
209913,19010120,   14,    0
209913,19010121,   21,    0
209913,19010122,   17,    0
209913,19010123,   52,    0
209913,19010124,   16,    0
209913,19010125,   61,    0
209913,19010126,   36,    0
209913,19010127,   16,    0
209913,19010128,   23,    0
209913,19010129,   24,    0
209913,19010130,   41,    0
209913,19010131,   25,    0
209913,19010201,   17,    0
209913,19010202,   25,    0
209913,19010203,   39,    0
209913,19010204,   18,    0
209913,19010205,   24,    0
209913,19010206,   21,    0
209913,19010207,   73,    0
209913,19010208,   48,    0
209913,19010209,   20,    0
209913,19010210,   20,    0
209913,19010211,   85,    0
209913,19010212,   64,    0
209913,19010213,   88,    0
209913,19010214,   42,    0
209913,19010215,   92,    0
209913,19010216,   25,    0
209913,19010217,   48,    0
209913,19010218,   27,    0
209913,19010219,   24,    0
209913,19010220,  103,    0
209913,19010221,   82,    0
209913,19010222,   25,    0
209913,19010223,   26,    0
209913,19010224,   26,    0
209913,19010225,   27,    0
209913,19010226,   41,    0
209913,19010227,   28,    0
209913,19010228,   43,    0
209913,19010301,   32,    0
209913,19010302,   33,    0
209913,19010303,   66,    0
209913,19010304,   85,    0
209913,19010305,   34,    0
209913,19010306,   35,    0
209913,19010307,   36,    0
209913,19010308,   76,    0
209913,19010309,   37,    0
209913,19010310,   37,    0
209913,19010311,   38,    0
209913,19010312,  100,    0
209913,19010313,  122,    0
209913,19010314,   95,    0
209913,19010315,   90,    0
209913,19010316,   63,    0
209913,19010317,   59,    0
209913,19010318,   42,    0
209913,19010319,   43,    0
209913,19010320,   43,    0
209913,19010321,  154,    0
209913,19010322,  149,    0
